,NatID,Name,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,Generation,Height (m),Weight (kg),Catch Rate,Male (%),Female (%),Egg Group 1,Egg Group 2
201,202,Wobbuffet,Psychic,None,405,190,33,58,33,58,33,2,1.3,28.5,45,50.0,50.0,Amorphous, N/A
202,203,Girafarig,Normal,Psychic,455,70,80,65,90,65,85,2,1.5,41.5,60,50.0,50.0,Field, N/A
203,204,Pineco,Bug,None,290,50,65,90,35,35,15,2,0.61,7.2,190,50.0,50.0,Bug, N/A
204,205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,1.19,125.8,75,50.0,50.0,Bug, N/A
205,206,Dunsparce,Normal,None,415,100,70,70,65,65,45,2,1.5,14.0,190,50.0,50.0,Field, N/A
206,207,Gligar,Ground,Flying,430,65,75,105,35,65,85,2,1.09,64.8,60,50.0,50.0,Bug, N/A
207,208,Steelix,Steel,Ground,510,75,85,200,55,65,30,2,9.19,400.0,25,50.0,50.0,Mineral, N/A
208,209,Snubbull,Fairy,None,300,60,80,50,40,40,30,2,0.61,7.8,190,25.0,75.0,Fairy  ,  Field
209,210,Granbull,Fairy,None,450,90,120,75,60,60,45,2,1.4,48.7,75,25.0,75.0,Fairy  ,  Field
210,211,Qwilfish,Water,Poison,440,65,95,85,55,55,85,2,0.51,3.9,45,50.0,50.0,Water 2, N/A
211,212,Scizor,Bug,Steel,500,70,130,100,55,80,65,2,1.8,118.0,25,50.0,50.0,Bug, N/A
212,213,Shuckle,Bug,Rock,505,20,10,230,10,230,5,2,0.61,20.5,190,50.0,50.0,Bug, N/A
213,214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,1.5,54.0,45,50.0,50.0,Bug, N/A
214,215,Sneasel,Dark,Ice,430,55,95,55,35,75,115,2,0.89,28.0,60,50.0,50.0,Field, N/A
215,216,Teddiursa,Normal,None,330,60,80,50,50,50,40,2,0.61,8.8,120,50.0,50.0,Field, N/A
216,217,Ursaring,Normal,None,500,90,130,75,75,75,55,2,1.8,125.8,60,50.0,50.0,Field, N/A
217,218,Slugma,Fire,None,250,40,40,40,70,40,20,2,0.71,35.0,190,50.0,50.0,Amorphous, N/A
218,219,Magcargo,Fire,Rock,430,60,50,120,90,80,30,2,0.79,55.0,75,50.0,50.0,Amorphous, N/A
219,220,Swinub,Ice,Ground,250,50,50,40,30,30,50,2,0.41,6.5,225,50.0,50.0,Field, N/A
220,221,Piloswine,Ice,Ground,450,100,100,80,60,60,50,2,1.09,55.8,75,50.0,50.0,Field, N/A
221,222,Corsola,Water,Rock,410,65,55,95,65,95,35,2,0.61,5.0,60,25.0,75.0,Water 1  ,  Water 3
222,223,Remoraid,Water,None,300,35,65,35,65,35,65,2,0.61,12.0,190,50.0,50.0,Water 1  ,  Water 2
223,224,Octillery,Water,None,480,75,105,75,105,75,45,2,0.89,28.5,75,50.0,50.0,Water 1  ,  Water 2
224,225,Delibird,Ice,Flying,330,45,55,45,65,45,75,2,0.89,16.0,45,50.0,50.0,Field  ,  Water 1
225,226,Mantine,Water,Flying,485,85,40,70,80,140,70,2,2.11,220.0,25,50.0,50.0,Water 1, N/A
226,227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,1.7,50.5,25,50.0,50.0,Flying, N/A
227,228,Houndour,Dark,Fire,330,45,60,30,80,50,65,2,0.61,10.8,120,50.0,50.0,Field, N/A
228,229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,1.4,35.0,45,50.0,50.0,Field, N/A
229,230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,1.8,152.0,45,50.0,50.0,Dragon  ,  Water 1
230,231,Phanpy,Ground,None,330,90,60,60,40,40,40,2,0.51,33.5,120,50.0,50.0,Field, N/A
231,232,Donphan,Ground,None,500,90,120,120,60,60,50,2,1.09,120.0,60,50.0,50.0,Field, N/A
232,233,Porygon2,Normal,None,515,85,80,90,105,95,60,2,0.61,32.5,45,0.0,0.0,Mineral, N/A
233,234,Stantler,Normal,None,465,73,95,62,85,65,85,2,1.4,71.2,45,50.0,50.0,Field, N/A
234,235,Smeargle,Normal,None,250,55,20,35,20,45,75,2,1.19,58.0,45,50.0,50.0,Field, N/A
235,236,Tyrogue,Fighting,None,210,35,35,35,35,35,35,2,0.71,21.0,75,100.0,0.0,Undiscovered, N/A
236,237,Hitmontop,Fighting,None,455,50,95,95,35,110,70,2,1.4,48.0,45,100.0,0.0,Human-Like, N/A
237,238,Smoochum,Ice,Psychic,305,45,30,15,85,65,65,2,0.41,6.0,45,0.0,100.0,Undiscovered, N/A
238,239,Elekid,Electric,None,360,45,63,37,65,55,95,2,0.61,23.5,45,75.0,25.0,Undiscovered, N/A
239,240,Magby,Fire,None,365,45,75,37,70,55,83,2,0.71,21.4,45,75.0,25.0,Undiscovered, N/A
240,241,Miltank,Normal,None,490,95,80,105,40,70,100,2,1.19,75.5,45,0.0,100.0,Field, N/A
241,242,Blissey,Normal,None,540,255,10,10,75,135,55,2,1.5,46.8,30,0.0,100.0,Fairy, N/A
242,243,Raikou,Electric,None,580,90,85,75,115,100,115,2,1.91,178.0,3,0.0,0.0,Undiscovered, N/A
243,244,Entei,Fire,None,580,115,115,85,90,75,100,2,2.11,198.0,3,0.0,0.0,Undiscovered, N/A
244,245,Suicune,Water,None,580,100,75,115,90,115,85,2,2.01,187.0,3,0.0,0.0,Undiscovered, N/A
245,246,Larvitar,Rock,Ground,300,50,64,50,45,50,41,2,0.61,72.0,45,50.0,50.0,Monster, N/A
246,247,Pupitar,Rock,Ground,410,70,84,70,65,70,51,2,1.19,152.0,45,50.0,50.0,Monster, N/A
247,248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,2.01,202.0,45,50.0,50.0,Monster, N/A
248,249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,2,5.21,216.0,3,0.0,0.0,Undiscovered, N/A
249,250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,2,3.81,199.0,3,0.0,0.0,Undiscovered, N/A
250,251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,0.61,5.0,45,0.0,0.0,Undiscovered, N/A
251,252,Treecko,Grass,None,310,40,45,35,65,55,70,3,0.51,5.0,45,87.5,12.5,Dragon  ,  Monster
252,253,Grovyle,Grass,None,405,50,65,45,85,65,95,3,0.89,21.6,45,87.5,12.5,Dragon  ,  Monster
253,254,Sceptile,Grass,None,530,70,85,65,105,85,120,3,1.7,52.2,45,87.5,12.5,Dragon  ,  Monster
254,255,Torchic,Fire,None,310,45,60,40,70,50,45,3,0.41,2.5,45,87.5,12.5,Field, N/A
255,256,Combusken,Fire,Fighting,405,60,85,60,85,60,55,3,0.89,19.5,45,87.5,12.5,Field, N/A
256,257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,1.91,52.0,45,87.5,12.5,Field, N/A
257,258,Mudkip,Water,None,310,50,70,50,50,50,40,3,0.41,7.6,45,87.5,12.5,Monster  ,  Water 1
258,259,Marshtomp,Water,Ground,405,70,85,70,60,70,50,3,0.71,28.0,45,87.5,12.5,Monster  ,  Water 1
259,260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,1.5,81.9,45,87.5,12.5,Monster  ,  Water 1
260,261,Poochyena,Dark,None,220,35,55,35,30,30,35,3,0.51,13.6,255,50.0,50.0,Field, N/A
261,262,Mightyena,Dark,None,420,70,90,70,60,60,70,3,0.99,37.0,127,50.0,50.0,Field, N/A
262,263,Zigzagoon,Normal,None,240,38,30,41,30,41,60,3,0.41,17.5,255,50.0,50.0,Field, N/A
263,264,Linoone,Normal,None,420,78,70,61,50,61,100,3,0.51,32.5,90,50.0,50.0,Field, N/A
264,265,Wurmple,Bug,None,195,45,45,35,20,30,20,3,0.3,3.6,255,50.0,50.0,Bug, N/A
265,266,Silcoon,Bug,None,205,50,35,55,25,25,15,3,0.61,10.0,120,50.0,50.0,Bug, N/A
266,267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,0.99,28.4,45,50.0,50.0,Bug, N/A
267,268,Cascoon,Bug,None,205,50,35,55,25,25,15,3,0.71,11.5,120,50.0,50.0,Bug, N/A
268,269,Dustox,Bug,Poison,385,60,50,70,50,90,65,3,1.19,31.6,45,50.0,50.0,Bug, N/A
269,270,Lotad,Water,Grass,220,40,30,30,40,50,30,3,0.51,2.6,255,50.0,50.0,Grass  ,  Water 1
270,271,Lombre,Water,Grass,340,60,50,50,60,70,50,3,1.19,32.5,120,50.0,50.0,Grass  ,  Water 1
271,272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,1.5,55.0,45,50.0,50.0,Grass  ,  Water 1
272,273,Seedot,Grass,None,220,40,40,50,30,30,30,3,0.51,4.0,255,50.0,50.0,Field  ,  Grass
273,274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,3,0.99,28.0,120,50.0,50.0,Field  ,  Grass
274,275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,3,1.3,59.6,45,50.0,50.0,Field  ,  Grass
275,276,Taillow,Normal,Flying,270,40,55,30,30,30,85,3,0.3,2.3,200,50.0,50.0,Flying, N/A
276,277,Swellow,Normal,Flying,455,60,85,60,75,50,125,3,0.71,19.8,45,50.0,50.0,Flying, N/A
277,278,Wingull,Water,Flying,270,40,30,30,55,30,85,3,0.61,9.5,190,50.0,50.0,Flying  ,  Water 1
278,279,Pelipper,Water,Flying,440,60,50,100,95,70,65,3,1.19,28.0,45,50.0,50.0,Flying  ,  Water 1
279,280,Ralts,Psychic,Fairy,198,28,25,25,45,35,40,3,0.41,6.6,235,50.0,50.0,Amorphous, N/A
280,281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,0.79,20.2,120,50.0,50.0,Amorphous, N/A
281,282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,3,1.6,48.4,45,50.0,50.0,Amorphous, N/A
282,283,Surskit,Bug,Water,269,40,30,32,50,52,65,3,0.51,1.7,200,50.0,50.0,Bug  ,  Water 1
283,284,Masquerain,Bug,Flying,454,70,60,62,100,82,80,3,0.79,3.6,75,50.0,50.0,Bug  ,  Water 1
284,285,Shroomish,Grass,None,295,60,40,60,40,60,35,3,0.41,4.5,255,50.0,50.0,Fairy  ,  Grass
285,286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,1.19,39.2,90,50.0,50.0,Fairy  ,  Grass
286,287,Slakoth,Normal,None,280,60,60,60,35,35,30,3,0.79,24.0,255,50.0,50.0,Field, N/A
287,288,Vigoroth,Normal,None,440,80,80,80,55,55,90,3,1.4,46.5,120,50.0,50.0,Field, N/A
288,289,Slaking,Normal,None,670,150,160,100,95,65,100,3,2.01,130.5,45,50.0,50.0,Field, N/A
289,290,Nincada,Bug,Ground,266,31,45,90,30,30,40,3,0.51,5.5,255,50.0,50.0,Bug, N/A
290,291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,0.79,12.0,120,50.0,50.0,Bug, N/A
291,292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,0.79,1.2,45,0.0,0.0,Mineral, N/A
292,293,Whismur,Normal,None,240,64,51,23,51,23,28,3,0.61,16.3,190,50.0,50.0,Field  ,  Monster
293,294,Loudred,Normal,None,360,84,71,43,71,43,48,3,0.99,40.5,120,50.0,50.0,Field  ,  Monster
294,295,Exploud,Normal,None,490,104,91,63,91,73,68,3,1.5,84.0,45,50.0,50.0,Field  ,  Monster
295,296,Makuhita,Fighting,None,237,72,60,30,20,30,25,3,0.99,86.4,180,75.0,25.0,Human-Like, N/A
296,297,Hariyama,Fighting,None,474,144,120,60,40,60,50,3,2.31,253.8,200,75.0,25.0,Human-Like, N/A
297,298,Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,0.2,2.0,150,25.0,75.0,Undiscovered, N/A
298,299,Nosepass,Rock,None,375,30,45,135,45,90,30,3,0.99,97.0,255,50.0,50.0,Mineral, N/A
299,300,Skitty,Normal,None,260,50,45,45,35,35,50,3,0.61,11.0,255,25.0,75.0,Fairy  ,  Field
300,301,Delcatty,Normal,None,400,70,65,65,55,55,90,3,1.09,32.6,60,25.0,75.0,Fairy  ,  Field
301,302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,3,0.51,11.0,45,50.0,50.0,Human-Like, N/A
302,303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,0.61,11.5,45,50.0,50.0,Fairy  ,  Field
303,304,Aron,Steel,Rock,330,50,70,100,40,40,30,3,0.41,60.0,180,50.0,50.0,Monster, N/A
304,305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,0.89,120.0,90,50.0,50.0,Monster, N/A
305,306,Aggron,Steel,Rock,530,70,110,180,60,60,50,3,2.11,360.0,45,50.0,50.0,Monster, N/A
306,307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,0.61,11.2,180,50.0,50.0,Human-Like, N/A
307,308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,1.3,31.5,90,50.0,50.0,Human-Like, N/A
308,309,Electrike,Electric,None,295,40,45,40,65,40,65,3,0.61,15.2,120,50.0,50.0,Field, N/A
309,310,Manectric,Electric,None,475,70,75,60,105,60,105,3,1.5,40.2,45,50.0,50.0,Field, N/A
310,311,Plusle,Electric,None,405,60,50,40,85,75,95,3,0.41,4.2,200,50.0,50.0,Fairy, N/A
311,312,Minun,Electric,None,405,60,40,50,75,85,95,3,0.41,4.2,200,50.0,50.0,Fairy, N/A
312,313,Volbeat,Bug,None,430,65,73,75,47,85,85,3,0.71,17.7,150,100.0,0.0,Bug  ,  Human-Like
313,314,Illumise,Bug,None,430,65,47,75,73,85,85,3,0.61,17.7,150,0.0,100.0,Bug  ,  Human-Like
314,315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,0.3,2.0,150,50.0,50.0,Fairy  ,  Grass
315,316,Gulpin,Poison,None,302,70,43,53,43,53,40,3,0.41,10.3,225,50.0,50.0,Amorphous, N/A
316,317,Swalot,Poison,None,467,100,73,83,73,83,55,3,1.7,80.0,75,50.0,50.0,Amorphous, N/A
317,318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,0.79,20.8,225,50.0,50.0,Water 2, N/A
318,319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,1.8,88.8,60,50.0,50.0,Water 2, N/A
319,320,Wailmer,Water,None,400,130,70,35,70,35,60,3,2.01,130.0,125,50.0,50.0,Field  ,  Water 2
320,321,Wailord,Water,None,500,170,90,45,90,45,60,3,14.5,398.0,60,50.0,50.0,Field  ,  Water 2
321,322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,0.71,24.0,255,50.0,50.0,Field, N/A
322,323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,1.91,220.0,150,50.0,50.0,Field, N/A
323,324,Torkoal,Fire,None,470,70,85,140,85,70,20,3,0.51,80.4,90,50.0,50.0,Field, N/A
324,325,Spoink,Psychic,None,330,60,25,35,70,80,60,3,0.71,30.6,255,50.0,50.0,Field, N/A
325,326,Grumpig,Psychic,None,470,80,45,65,90,110,80,3,0.89,71.5,60,50.0,50.0,Field, N/A
326,327,Spinda,Normal,None,360,60,60,60,60,60,60,3,1.09,5.0,255,50.0,50.0,Field  ,  Human-Like
327,328,Trapinch,Ground,None,290,45,100,45,45,45,10,3,0.71,15.0,255,50.0,50.0,Bug, N/A
328,329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,1.09,15.3,120,50.0,50.0,Bug, N/A
329,330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,2.01,82.0,45,50.0,50.0,Bug, N/A
330,331,Cacnea,Grass,None,335,50,85,40,85,40,35,3,0.41,51.3,190,50.0,50.0,Grass  ,  Human-Like
331,332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,1.3,77.4,60,50.0,50.0,Grass  ,  Human-Like
332,333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,0.41,1.2,255,50.0,50.0,Dragon  ,  Flying
333,334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,1.09,20.6,45,50.0,50.0,Dragon  ,  Flying
334,335,Zangoose,Normal,None,458,73,115,60,60,60,90,3,1.3,40.3,90,50.0,50.0,Field, N/A
335,336,Seviper,Poison,None,458,73,100,60,100,60,65,3,2.69,52.5,90,50.0,50.0,Dragon  ,  Field
336,337,Lunatone,Rock,Psychic,460,90,55,65,95,85,70,3,0.99,168.0,45,0.0,0.0,Mineral, N/A
337,338,Solrock,Rock,Psychic,460,90,95,85,55,65,70,3,1.19,154.0,45,0.0,0.0,Mineral, N/A
338,339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,0.41,1.9,190,50.0,50.0,Water 2, N/A
339,340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,0.89,23.6,75,50.0,50.0,Water 2, N/A
340,341,Corphish,Water,None,308,43,80,65,50,35,35,3,0.61,11.5,205,50.0,50.0,Water 1  ,  Water 3
341,342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,1.09,32.8,155,50.0,50.0,Water 1  ,  Water 3
342,343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,0.51,21.5,255,0.0,0.0,Mineral, N/A
343,344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,1.5,108.0,90,0.0,0.0,Mineral, N/A
344,345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,0.99,23.8,45,87.5,12.5,Water 3, N/A
345,346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,1.5,60.4,45,87.5,12.5,Water 3, N/A
346,347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,0.71,12.5,45,87.5,12.5,Water 3, N/A
347,348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,1.5,68.2,45,87.5,12.5,Water 3, N/A
348,349,Feebas,Water,None,200,20,15,20,10,55,80,3,0.61,7.4,255,50.0,50.0,Dragon  ,  Water 1
349,350,Milotic,Water,None,540,95,60,79,100,125,81,3,6.2,162.0,60,50.0,50.0,Dragon  ,  Water 1
350,351,Castform,Normal,None,420,70,70,70,70,70,70,3,0.3,0.8,45,50.0,50.0,Amorphous  ,  Fairy
351,352,Kecleon,Normal,None,440,60,90,70,60,120,40,3,0.99,22.0,200,50.0,50.0,Field, N/A
352,353,Shuppet,Ghost,None,295,44,75,35,63,33,45,3,0.61,2.3,225,50.0,50.0,Amorphous, N/A
353,354,Banette,Ghost,None,455,64,115,65,83,63,65,3,1.09,12.5,45,50.0,50.0,Amorphous, N/A
354,355,Duskull,Ghost,None,295,20,40,90,30,90,25,3,0.79,15.0,190,50.0,50.0,Amorphous, N/A
355,356,Dusclops,Ghost,None,455,40,70,130,60,130,25,3,1.6,30.6,90,50.0,50.0,Amorphous, N/A
356,357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,2.01,100.0,200,50.0,50.0,Grass  ,  Monster
357,358,Chimecho,Psychic,None,455,75,50,80,95,90,65,3,0.61,1.0,45,50.0,50.0,Amorphous, N/A
358,359,Absol,Dark,None,465,65,130,60,75,60,75,3,1.19,47.0,30,50.0,50.0,Field, N/A
359,360,Wynaut,Psychic,None,260,95,23,48,23,48,23,3,0.61,14.0,125,50.0,50.0,Undiscovered, N/A
360,361,Snorunt,Ice,None,300,50,50,50,50,50,50,3,0.71,16.8,190,50.0,50.0,Fairy  ,  Mineral
361,362,Glalie,Ice,None,480,80,80,80,80,80,80,3,1.5,256.5,75,50.0,50.0,Fairy  ,  Mineral
362,363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,0.79,39.5,255,50.0,50.0,Field  ,  Water 1
363,364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,1.09,87.6,120,50.0,50.0,Field  ,  Water 1
364,365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,1.4,150.6,45,50.0,50.0,Field  ,  Water 1
365,366,Clamperl,Water,None,345,35,64,85,74,55,32,3,0.41,52.5,255,50.0,50.0,Water 1, N/A
366,367,Huntail,Water,None,485,55,104,105,94,75,52,3,1.7,27.0,60,50.0,50.0,Water 1, N/A
367,368,Gorebyss,Water,None,485,55,84,105,114,75,52,3,1.8,22.6,60,50.0,50.0,Water 1, N/A
368,369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,0.99,23.4,25,87.5,12.5,Water 1  ,  Water 2
369,370,Luvdisc,Water,None,330,43,30,55,40,65,97,3,0.61,8.7,225,25.0,75.0,Water 2, N/A
370,371,Bagon,Dragon,None,300,45,75,60,40,30,50,3,0.61,42.1,45,50.0,50.0,Dragon, N/A
371,372,Shelgon,Dragon,None,420,65,95,100,60,50,50,3,1.09,110.5,45,50.0,50.0,Dragon, N/A
372,373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,1.5,102.6,45,50.0,50.0,Dragon, N/A
373,374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,0.61,95.2,3,0.0,0.0,Mineral, N/A
374,375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,1.19,202.5,3,0.0,0.0,Mineral, N/A
375,376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,1.6,550.0,3,0.0,0.0,Mineral, N/A
376,377,Regirock,Rock,None,580,80,100,200,50,100,50,3,1.7,230.0,3,0.0,0.0,Undiscovered, N/A
377,378,Regice,Ice,None,580,80,50,100,100,200,50,3,1.8,175.0,3,0.0,0.0,Undiscovered, N/A
378,379,Registeel,Steel,None,580,80,75,150,75,150,50,3,1.91,205.0,3,0.0,0.0,Undiscovered, N/A
379,380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,1.4,40.0,3,0.0,100.0,Undiscovered, N/A
380,381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,2.01,60.0,3,100.0,0.0,Undiscovered, N/A
381,382,Kyogre,Water,None,670,100,100,90,150,140,90,3,4.5,352.0,5,0.0,0.0,Undiscovered, N/A
382,383,Groudon,Ground,None,670,100,150,140,100,90,90,3,3.51,950.0,5,0.0,0.0,Undiscovered, N/A
383,384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,7.01,206.5,3,0.0,0.0,Undiscovered, N/A
384,385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,0.3,1.1,3,0.0,0.0,Undiscovered, N/A
385,386,Deoxys,Psychic,None,600,50,150,50,150,50,150,3,1.7,60.8,3,0.0,0.0,Undiscovered, N/A
386,387,Turtwig,Grass,None,318,55,68,64,45,55,31,4,0.41,10.2,45,87.5,12.5,Grass  ,  Monster
387,388,Grotle,Grass,None,405,75,89,85,55,65,36,4,1.09,97.0,45,87.5,12.5,Grass  ,  Monster
388,389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,2.21,310.0,45,87.5,12.5,Grass  ,  Monster
389,390,Chimchar,Fire,None,309,44,58,44,58,44,61,4,0.51,6.2,45,87.5,12.5,Field  ,  Human-Like
390,391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,0.89,22.0,45,87.5,12.5,Field  ,  Human-Like
391,392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,1.19,55.0,45,87.5,12.5,Field  ,  Human-Like
392,393,Piplup,Water,None,314,53,51,53,61,56,40,4,0.41,5.2,45,87.5,12.5,Field  ,  Water 1
393,394,Prinplup,Water,None,405,64,66,68,81,76,50,4,0.79,23.0,45,87.5,12.5,Field  ,  Water 1
394,395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,1.7,84.5,45,87.5,12.5,Field  ,  Water 1
395,396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,0.3,2.0,255,50.0,50.0,Flying, N/A
396,397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,0.61,15.5,120,50.0,50.0,Flying, N/A
397,398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,1.19,24.9,45,50.0,50.0,Flying, N/A
398,399,Bidoof,Normal,None,250,59,45,40,35,40,31,4,0.51,20.0,255,50.0,50.0,Field  ,  Water 1
399,400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,0.99,31.5,127,50.0,50.0,Field  ,  Water 1
400,401,Kricketot,Bug,None,194,37,25,41,25,41,25,4,0.3,2.2,255,50.0,50.0,Bug, N/A
